MCstrain,Prey,Light,Fed,Rep,ExptDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,FvFm_0,Sigma_0,ETR
NA,SM,100,NA,B,10,hm101419.159,10/14/19,63724,184.7,4818,5083,5141,265,323,0.052,0.063,119.5,0.5,0.24,1637,0.3,10185,0.46,12856,--------,-------,6369,9322,0,4827,0,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4276,0.33,0.295,157,62.77323843
NA,SM,100,NA,B,10,hm101419.160,10/14/19,63748,196.5,4823,5081,5124,258,301,0.051,0.059,114.7,0.43,0.23,1386,0.48,8645,0.29,37556,--------,-------,6293,15276,0,4856,0.01,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4255.6,0.31,0.295,157,65.49935539
NA,SM,100,NA,C,10,hm101419.161,10/14/19,63801,0,3010,4247,4539,1237,1529,0.291,0.337,157.6,0.36,0.29,186,0.59,1634,0.12,30308,--------,-------,1160,4635,0,3110,0.03,1900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3118.8,1,0.291,157.6,0
NA,SM,100,NA,C,10,hm101419.162,10/14/19,63825,5,3308,4694,4948,1386,1640,0.295,0.331,152.6,0.38,0.26,212,0.58,1750,0.16,24058,--------,-------,1280,4956,0,3406,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3346.3,1.03,0.291,157.6,9.810291299
NA,SM,100,NA,C,10,hm101419.163,10/14/19,63849,10,3608,4945,5219,1338,1612,0.27,0.309,129.4,0.28,0.34,720,0.35,2845,0.31,16948,--------,-------,1803,6496,0,3710,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3575.5,0.98,0.291,157.6,17.95782136
NA,SM,100,NA,C,10,hm101419.164,10/14/19,63874,15,3692,4919,5163,1227,1471,0.249,0.285,120.9,0.26,0.44,1285,0.12,4151,0.44,15484,--------,-------,1891,7869,0,3781,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3570,0.91,0.291,157.6,24.84165288
NA,SM,100,NA,C,10,hm101419.165,10/14/19,63898,20,3612,4773,4985,1161,1373,0.243,0.275,120,0.27,0.43,1222,0.14,3001,0.43,15504,--------,-------,1663,7579,0,3681,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3444.7,0.87,0.291,157.6,32.32407845
NA,SM,100,NA,C,10,hm101419.166,10/14/19,63922,31.8,3902,4902,5109,1000,1206,0.204,0.236,113.9,0.27,0.41,1368,0.17,11812,0.42,13771,--------,-------,4425,8365,0,3970,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3571.9,0.75,0.291,157.6,43.14665879
NA,SM,100,NA,C,10,hm101419.167,10/14/19,63947,43.5,4205,5050,5235,845,1030,0.167,0.197,116,0.31,0.29,1144,0.35,11805,0.35,12590,--------,-------,6985,8965,0,4256,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3719.5,0.64,0.291,157.6,48.31651603
NA,SM,100,NA,C,10,hm101419.168,10/14/19,63971,55.3,4308,5045,5187,737,879,0.146,0.169,111.2,0.3,0.27,1224,0.34,12305,0.39,12956,--------,-------,7328,9521,0,4360,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3729.1,0.56,0.291,157.6,53.6992067
NA,SM,100,NA,C,10,hm101419.169,10/14/19,63995,67.1,4282,4893,5017,612,735,0.125,0.147,113.6,0.34,0.22,1200,0.39,9886,0.39,17044,--------,-------,6739,10793,0,4336,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3666.4,0.5,0.291,157.6,55.78563951
NA,SM,100,NA,C,10,hm101419.170,10/14/19,64020,78.8,4217,4740,4840,523,623,0.11,0.129,117.4,0.34,0.27,1404,0.28,12096,0.45,13820,--------,-------,6763,9936,0,4250,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3610.8,0.46,0.291,157.6,57.65125761
NA,SM,100,NA,C,10,hm101419.171,10/14/19,64044,90.6,4180,4637,4719,457,539,0.098,0.114,122.8,0.4,0.25,1448,0.31,12334,0.44,14344,--------,-------,7531,10533,0,4215,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3605.6,0.44,0.291,157.6,59.05329789
NA,SM,100,NA,C,10,hm101419.172,10/14/19,64068,102.3,4186,4578,4656,392,470,0.086,0.101,112.7,0.41,0.27,1658,0.24,11933,0.48,14645,--------,-------,6530,10452,0,4219,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3612.7,0.41,0.291,157.6,58.51456325
NA,SM,100,NA,C,10,hm101419.173,10/14/19,64093,114.1,4181,4518,4573,337,392,0.075,0.086,131.7,0.44,0.22,1351,0.35,9907,0.43,15599,--------,-------,6548,10420,0,4209,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3637.4,0.38,0.291,157.6,56.91631715
NA,SM,100,NA,C,10,hm101419.174,10/14/19,64117,125.9,4200,4527,4583,328,384,0.072,0.084,122.8,0.39,0.26,1389,0.32,9440,0.42,18811,--------,-------,5787,11246,0,4232,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3663.7,0.38,0.291,157.6,60.29039225
NA,SM,100,NA,C,10,hm101419.175,10/14/19,64141,137.6,4252,4539,4602,287,351,0.063,0.076,124.3,0.52,0.21,1601,0.36,10886,0.43,16001,--------,-------,7473,11176,0,4271,0,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3729.6,0.36,0.291,157.6,57.65657845
NA,SM,100,NA,C,10,hm101419.176,10/14/19,64166,149.4,4203,4488,4543,285,340,0.064,0.075,117.5,0.42,0.21,1675,0.23,4832,0.56,15893,--------,-------,3350,10343,0,4223,0,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3705,0.36,0.291,157.6,63.59463138
NA,SM,100,NA,C,10,hm101419.177,10/14/19,64190,161.2,4183,4420,4462,237,279,0.054,0.063,131.2,0.56,0.17,1476,0.39,8268,0.44,23131,--------,-------,6209,13702,0,4204,0,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3686.8,0.32,0.291,157.6,57.89601607
NA,SM,100,NA,C,10,hm101419.178,10/14/19,64215,172.9,4185,4435,4500,250,315,0.056,0.07,119,0.48,0.16,1075,0.49,7125,0.35,18888,--------,-------,5613,10287,0,4208,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3701.2,0.34,0.291,157.6,64.39807761
NA,SM,100,NA,C,10,hm101419.179,10/14/19,64239,184.7,4229,4481,4542,252,312,0.056,0.069,106.7,0.31,0.25,1184,0.45,6325,0.3,28148,--------,-------,4517,11671,0,4266,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3755,0.35,0.291,157.6,68.79308811
NA,SM,100,NA,C,10,hm101419.180,10/14/19,64263,196.5,4327,4554,4603,226,276,0.05,0.06,130.7,0.47,0.26,1501,0.36,8710,0.37,18433,--------,-------,5673,10448,0,4352,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3848.4,0.32,0.291,157.6,65.34651662
NA,CM,10,NA,A,10,hm101419.181,10/14/19,64308,0,2312,4021,4377,1709,2065,0.425,0.472,162.4,0.35,0.29,199,0.57,1529,0.14,24051,--------,-------,1083,4366,0,2442,0.05,1900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2460,1,0.425,162.4,0
NA,CM,10,NA,A,10,hm101419.182,10/14/19,64332,5,2769,4715,5076,1946,2307,0.413,0.455,143.1,0.27,0.3,382,0.47,2066,0.23,18908,--------,-------,1404,5413,0,2909,0.05,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2818.1,1.03,0.425,162.4,9.690446976
NA,CM,10,NA,A,10,hm101419.183,10/14/19,64357,10,2935,4790,5145,1855,2210,0.387,0.43,125.7,0.2,0.46,831,0.32,5264,0.22,18908,--------,-------,2662,6199,0,3079,0.05,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2839.2,0.95,0.425,162.4,18.16078925
NA,CM,10,NA,A,10,hm101419.184,10/14/19,64381,15,3078,4804,5146,1726,2068,0.359,0.402,120.8,0.24,0.44,916,0.36,6086,0.2,18435,--------,-------,3242,6245,0,3176,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2867.5,0.89,0.425,162.4,25.2702455
NA,CM,10,NA,A,10,hm101419.185,10/14/19,64405,20,3064,4747,5108,1683,2044,0.354,0.4,119.8,0.22,0.43,809,0.37,5436,0.2,19798,--------,-------,2953,6238,0,3186,0.04,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2814.1,0.87,0.425,162.4,33.22438963
NA,CM,10,NA,A,10,hm101419.186,10/14/19,64430,31.8,3291,4776,5112,1486,1821,0.311,0.356,112.4,0.23,0.43,1027,0.37,6611,0.21,17520,--------,-------,3616,6468,0,3387,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2863.2,0.78,0.425,162.4,46.40996731
NA,CM,10,NA,A,10,hm101419.187,10/14/19,64454,43.5,3375,4667,4964,1292,1589,0.277,0.32,108,0.24,0.37,981,0.4,5985,0.23,15714,--------,-------,3576,6391,0,3453,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2840,0.71,0.425,162.4,56.54481396
NA,CM,10,NA,A,10,hm101419.188,10/14/19,64478,55.3,3394,4472,4750,1079,1356,0.241,0.285,109.5,0.3,0.36,1045,0.42,6163,0.22,16409,--------,-------,3832,6603,0,3471,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2813.9,0.65,0.425,162.4,62.54115931
NA,CM,10,NA,A,10,hm101419.189,10/14/19,64503,67.1,3387,4301,4525,914,1138,0.213,0.251,105.3,0.33,0.39,1262,0.29,6759,0.32,13997,--------,-------,3629,6962,0,3439,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2764.8,0.6,0.425,162.4,67.06962485
NA,CM,10,NA,A,10,hm101419.190,10/14/19,64527,78.8,3355,4159,4343,804,988,0.193,0.227,100.6,0.33,0.34,1205,0.42,6217,0.24,19737,--------,-------,3980,7758,0,3412,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2731.6,0.56,0.425,162.4,71.36861685
NA,CM,10,NA,A,10,hm101419.191,10/14/19,64552,90.6,3323,4022,4190,699,867,0.174,0.207,101.9,0.36,0.33,1235,0.47,6732,0.2,19036,--------,-------,4446,7324,0,3364,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2716,0.54,0.425,162.4,73.97776383
NA,CM,10,NA,A,10,hm101419.192,10/14/19,64576,102.3,3270,3873,4017,602,746,0.156,0.186,101.7,0.4,0.3,1180,0.47,6350,0.23,20003,--------,-------,4316,7888,0,3326,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2682.8,0.51,0.425,162.4,74.89002673
NA,CM,10,NA,A,10,hm101419.193,10/14/19,64600,114.1,3180,3692,3823,513,643,0.139,0.168,106.1,0.39,0.29,1105,0.48,5700,0.23,20918,--------,-------,3956,7776,0,3218,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2629.6,0.48,0.425,162.4,74.42591767
NA,CM,10,NA,A,10,hm101419.194,10/14/19,64625,125.9,3110,3592,3708,482,598,0.134,0.161,96.7,0.38,0.3,1059,0.51,6284,0.18,25545,--------,-------,4339,8250,0,3142,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2589.4,0.48,0.425,162.4,79.16884007
NA,CM,10,NA,A,10,hm101419.195,10/14/19,64649,137.6,3053,3446,3542,393,489,0.114,0.138,109.3,0.47,0.33,1322,0.32,5687,0.36,17995,--------,-------,3466,8637,0,3082,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2555.2,0.44,0.425,162.4,73.61173242
NA,CM,10,NA,A,10,hm101419.196,10/14/19,64673,149.4,2999,3395,3479,395,480,0.116,0.138,91,0.32,0.39,1286,0.29,6247,0.32,14175,--------,-------,3382,6858,0,3028,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2524.2,0.45,0.425,162.4,81.32654832
NA,CM,10,NA,A,10,hm101419.197,10/14/19,64698,161.2,2961,3266,3334,305,374,0.094,0.112,108.1,0.51,0.3,1498,0.39,5836,0.32,19923,--------,-------,3944,9007,0,2987,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2519,0.41,0.425,162.4,71.10770215
NA,CM,10,NA,A,10,hm101419.198,10/14/19,64722,172.9,2909,3220,3292,310,382,0.096,0.116,94.4,0.42,0.36,1289,0.29,5550,0.35,13326,--------,-------,3209,6775,0,2924,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2482.2,0.42,0.425,162.4,77.8914843
NA,CM,10,NA,A,10,hm101419.199,10/14/19,64746,184.7,2850,3129,3183,279,333,0.089,0.105,101.1,0.39,0.32,1077,0.46,5748,0.22,25580,--------,-------,3822,8593,0,2874,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2451.5,0.41,0.425,162.4,77.14018137
NA,CM,10,NA,A,10,hm101419.200,10/14/19,64771,196.5,2821,3061,3117,239,295,0.078,0.095,108.3,0.48,0.28,1121,0.45,5728,0.28,24082,--------,-------,3965,9523,0,2840,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2428.8,0.38,0.425,162.4,71.9251723
NA,CM,10,NA,B,10,hm101419.201,10/14/19,64829,0,2255,3957,4336,1702,2081,0.43,0.48,162.1,0.37,0.28,204,0.56,1515,0.16,25693,--------,-------,1082,5076,0,2375,0.05,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2378.5,1,0.43,162.1,0
NA,CM,10,NA,B,10,hm101419.202,10/14/19,64854,5,2494,4240,4583,1746,2089,0.412,0.456,138.9,0.24,0.4,659,0.33,2783,0.27,17017,--------,-------,1609,5748,0,2632,0.05,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2584.6,1.05,0.43,162.1,9.53692656
NA,CM,10,NA,B,10,hm101419.203,10/14/19,64878,10,2901,4643,5033,1741,2132,0.375,0.424,119.1,0.16,0.42,891,0.37,5979,0.22,17394,--------,-------,3271,6343,0,3032,0.04,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2811.1,0.95,0.43,162.1,17.36091
NA,CM,10,NA,B,10,hm101419.204,10/14/19,64902,15,3001,4631,5011,1630,2010,0.352,0.401,112.7,0.18,0.42,954,0.34,6785,0.23,14539,--------,-------,3574,6133,0,3082,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2794,0.89,0.43,162.1,24.44416128
NA,CM,10,NA,B,10,hm101419.205,10/14/19,64927,20,2997,4551,4919,1554,1922,0.342,0.391,114.7,0.2,0.39,883,0.36,5562,0.25,15841,--------,-------,3128,6262,0,3088,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2746.1,0.86,0.43,162.1,31.66629984
NA,CM,10,NA,B,10,hm101419.206,10/14/19,64951,31.8,3151,4499,4815,1348,1664,0.3,0.346,111.1,0.22,0.41,1128,0.3,7613,0.29,12331,--------,-------,3863,6284,0,3227,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2749.3,0.77,0.43,162.1,44.16615504
NA,CM,10,NA,B,10,hm101419.207,10/14/19,64975,43.5,3225,4350,4638,1125,1413,0.259,0.305,108.5,0.29,0.34,1067,0.39,6253,0.27,14563,--------,-------,3835,6761,0,3282,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2716.4,0.69,0.43,162.1,52.159118
NA,CM,10,NA,B,10,hm101419.208,10/14/19,65000,55.3,3204,4172,4437,968,1234,0.232,0.278,103.9,0.27,0.35,1082,0.43,6690,0.23,17061,--------,-------,4165,7073,0,3264,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2662.8,0.64,0.43,162.1,59.39560825
NA,CM,10,NA,B,10,hm101419.209,10/14/19,65024,67.1,3164,3963,4180,800,1016,0.202,0.243,105.1,0.35,0.35,1275,0.31,7938,0.34,10755,--------,-------,4377,6535,0,3207,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2602.5,0.59,0.43,162.1,62.75019902
NA,CM,10,NA,B,10,hm101419.210,10/14/19,65048,78.8,3108,3792,3983,685,875,0.181,0.22,103.7,0.4,0.34,1301,0.32,7857,0.34,11240,--------,-------,4499,6758,0,3151,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2553,0.55,0.43,162.1,66.03071657
NA,CM,10,NA,B,10,hm101419.211,10/14/19,65073,90.6,3055,3622,3768,566,713,0.156,0.189,106.7,0.44,0.3,1275,0.35,6510,0.36,13603,--------,-------,4093,7491,0,3088,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2503.2,0.51,0.43,162.1,65.43257535
NA,CM,10,NA,B,10,hm101419.212,10/14/19,65097,102.3,2994,3507,3645,513,651,0.146,0.179,106.9,0.38,0.33,1353,0.38,5962,0.28,15453,--------,-------,3815,7116,0,3017,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2499.2,0.51,0.43,162.1,69.14642122
NA,CM,10,NA,B,10,hm101419.213,10/14/19,65121,114.1,2937,3378,3500,440,562,0.13,0.161,101.1,0.43,0.28,1193,0.46,5954,0.26,18393,--------,-------,4135,7789,0,2958,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2453.2,0.48,0.43,162.1,68.67050081
NA,CM,10,NA,B,10,hm101419.214,10/14/19,65146,125.9,2851,3223,3326,372,475,0.115,0.143,108.1,0.48,0.32,1238,0.4,7205,0.27,16146,--------,-------,4568,7746,0,2876,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2407,0.46,0.43,162.1,67.02931612
NA,CM,10,NA,B,10,hm101419.215,10/14/19,65170,137.6,2777,3141,3243,363,466,0.116,0.144,97.7,0.31,0.4,1422,0.3,6184,0.3,13094,--------,-------,3471,6348,0,2802,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2367.6,0.47,0.43,162.1,73.89544028
NA,CM,10,NA,B,10,hm101419.216,10/14/19,65195,149.4,2739,3050,3120,311,381,0.102,0.122,102.4,0.4,0.27,1062,0.52,6007,0.21,31326,--------,-------,4324,10031,0,2767,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2343.9,0.44,0.43,162.1,70.54918275
NA,CM,10,NA,B,10,hm101419.217,10/14/19,65219,161.2,2716,3000,3079,284,362,0.095,0.118,99.8,0.45,0.29,1207,0.44,5838,0.27,33121,--------,-------,4013,11895,0,2745,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2338.2,0.43,0.43,162.1,70.89732686
NA,CM,10,NA,B,10,hm101419.218,10/14/19,65243,172.9,2687,2938,3007,251,320,0.085,0.106,98.4,0.45,0.36,1306,0.34,8440,0.3,9938,--------,-------,4730,6297,0,2696,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2318,0.4,0.43,162.1,68.03856368
NA,CM,10,NA,B,10,hm101419.219,10/14/19,65268,184.7,2627,2844,2896,217,269,0.076,0.093,110.4,0.53,0.26,1270,0.52,6843,0.22,25476,--------,-------,4977,9517,0,2641,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2294.5,0.4,0.43,162.1,64.98628423
NA,CM,10,NA,B,10,hm101419.220,10/14/19,65292,196.5,2578,2783,2838,205,260,0.074,0.092,101.6,0.53,0.3,1437,0.29,5083,0.41,19002,--------,-------,3246,9736,0,2596,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2243.8,0.38,0.43,162.1,67.31866462
NA,CM,10,NA,C,10,hm101419.221,10/14/19,65342,0,2128,3827,4177,1699,2049,0.444,0.491,165.6,0.37,0.27,199,0.56,1463,0.17,22227,--------,-------,1049,4558,0,2266,0.06,1900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2257.8,1,0.444,165.6,0
NA,CM,10,NA,C,10,hm101419.222,10/14/19,65367,5,2954,5132,5522,2179,2568,0.424,0.465,143.1,0.27,0.35,561,0.4,2518,0.25,19391,--------,-------,1606,6006,0,3113,0.05,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3040.4,1.04,0.444,165.6,9.710461751
NA,CM,10,NA,C,10,hm101419.223,10/14/19,65391,10,2853,4731,5129,1878,2276,0.397,0.444,119.4,0.2,0.43,805,0.36,5847,0.21,17856,--------,-------,3109,6195,0,2988,0.05,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2742.5,0.94,0.444,165.6,18.18421375
NA,CM,10,NA,C,10,hm101419.224,10/14/19,65415,15,2950,4692,5071,1742,2121,0.371,0.418,113.7,0.22,0.42,880,0.34,6396,0.24,16532,--------,-------,3317,6501,0,3055,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2711.9,0.88,0.444,165.6,25.4899621
NA,CM,10,NA,C,10,hm101419.225,10/14/19,65440,20,2895,4535,4890,1639,1995,0.362,0.408,119.1,0.23,0.46,975,0.32,7033,0.22,15590,--------,-------,3468,6086,0,2986,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2632.4,0.86,0.444,165.6,33.16214296
NA,CM,10,NA,C,10,hm101419.226,10/14/19,65464,31.8,3114,4549,4875,1435,1761,0.315,0.361,115.2,0.27,0.4,972,0.36,6708,0.24,15355,--------,-------,3693,6508,0,3205,0.03,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2676.9,0.77,0.444,165.6,45.88193178
NA,CM,10,NA,C,10,hm101419.227,10/14/19,65488,43.5,3213,4416,4706,1204,1493,0.273,0.317,112.6,0.32,0.36,1077,0.37,6649,0.26,15262,--------,-------,3904,6912,0,3283,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2662.3,0.69,0.444,165.6,54.39461723
NA,CM,10,NA,C,10,hm101419.228,10/14/19,65513,55.3,3207,4298,4567,1091,1360,0.254,0.298,100.4,0.23,0.41,1036,0.34,7254,0.26,12539,--------,-------,3844,6069,0,3254,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2613.9,0.65,0.444,165.6,64.33730559
NA,CM,10,NA,C,10,hm101419.229,10/14/19,65537,67.1,3196,4137,4365,941,1169,0.227,0.268,95,0.25,0.37,1077,0.46,6734,0.16,19836,--------,-------,4204,6767,0,3257,0.02,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2591.1,0.61,0.444,165.6,69.76737748
NA,CM,10,NA,C,10,hm101419.230,10/14/19,65561,78.8,3203,3949,4146,746,943,0.189,0.228,104.2,0.42,0.3,1135,0.41,7213,0.29,13710,--------,-------,4608,7248,0,3242,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2567,0.54,0.444,165.6,68.21690988
NA,CM,10,NA,C,10,hm101419.231,10/14/19,65586,90.6,3101,3757,3934,656,833,0.175,0.212,104.6,0.38,0.33,1153,0.41,6511,0.25,15526,--------,-------,4121,7022,0,3139,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2502,0.52,0.444,165.6,72.62234484
NA,CM,10,NA,C,10,hm101419.232,10/14/19,65610,102.3,3084,3635,3777,551,693,0.152,0.183,102.1,0.44,0.28,1243,0.42,5709,0.3,17665,--------,-------,3934,8045,0,3119,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2495.3,0.48,0.444,165.6,71.2234887
NA,CM,10,NA,C,10,hm101419.233,10/14/19,65634,114.1,3012,3494,3620,481,608,0.138,0.168,110,0.44,0.31,1214,0.47,6779,0.22,20298,--------,-------,4586,8030,0,3046,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2487.6,0.48,0.444,165.6,72.12216445
NA,CM,10,NA,C,10,hm101419.234,10/14/19,65659,125.9,2982,3417,3527,434,545,0.127,0.154,105.8,0.44,0.35,1290,0.31,9146,0.34,10233,--------,-------,4981,6742,0,3000,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2467.5,0.46,0.444,165.6,73.23749343
NA,CM,10,NA,C,10,hm101419.235,10/14/19,65683,137.6,2937,3323,3418,386,481,0.116,0.141,103,0.46,0.25,1236,0.49,5552,0.26,20212,--------,-------,4080,8227,0,2965,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2455.8,0.45,0.444,165.6,73.11061617
NA,CM,10,NA,C,10,hm101419.236,10/14/19,65708,149.4,2865,3247,3350,382,486,0.118,0.145,91.7,0.32,0.42,1208,0.36,6392,0.21,19822,--------,-------,3605,7056,0,2889,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2422.3,0.46,0.444,165.6,80.74890203
NA,CM,10,NA,C,10,hm101419.237,10/14/19,65732,161.2,2829,3131,3198,303,369,0.097,0.115,104.7,0.5,0.24,1145,0.53,5707,0.23,25805,--------,-------,4271,9150,0,2857,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2395.6,0.41,0.444,165.6,71.62106799
NA,CM,10,NA,C,10,hm101419.238,10/14/19,65756,172.9,2778,3075,3144,296,366,0.096,0.116,97.9,0.44,0.33,1172,0.42,8319,0.26,8648,--------,-------,5162,6055,0,2786,0,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2371.2,0.42,0.444,165.6,76.02741903
NA,CM,10,NA,C,10,hm101419.239,10/14/19,65781,184.7,2740,2998,3059,258,319,0.086,0.104,102.9,0.48,0.37,1568,0.29,6534,0.34,17699,--------,-------,3730,8540,0,2758,0.01,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2346.3,0.4,0.444,165.6,72.75609271
NA,CM,10,NA,C,10,hm101419.240,10/14/19,65805,196.5,2692,2925,2977,233,285,0.08,0.096,112.7,0.47,0.36,1266,0.51,8576,0.14,45932,--------,-------,5547,11005,0,2704,0,1700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2329,0.39,0.444,165.6,72.00398997
NA,HP,10,NA,A,10,hm101519.001,10/15/19,52818,0,1568,2897,3056,1329,1488,0.459,0.487,150.9,0.24,0.33,191,0.54,1355,0.13,32795,--------,-------,920,5079,0,1673,0.06,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1651.7,1,0.459,150.9,0
